onsets_sec,offsets_sec,Duration_call,Call Number,F0 Mean,F0 Std,F0 Skewness,F0 Kurtosis,F0 Bandwidth,F0 1st Order Diff,F0 Slope,F0 Mag Mean,F1 Mag Mean,F2 Mag Mean,F1-F0 Ratio,F2-F0 Ratio,Spectral Centroid Mean,Spectral Centroid Std,RMS Mean,RMS Std,Slope,Attack_magnitude,Attack_time
1.9600000000000013,2.1130158730158746,0.15301587301587327,1,2000.0,0.0,,,0.0,,,0.0016069031409010157,0.000283482403755259,0.00053604785282569,0.1764153647719588,0.3335906435064403,9097.41521021329,644.8900261991463,5.6222667e-05,8.266988e-06,0.0028745619237723484,0.00020356591582632754,0.07081632653061225
